alcohol,chlorides,volatile_acidity,total_sulfur_dioxide,fixed_acidity,quality,quality_class
9.5,0.055999999999999994,0.25,137.0,6.8,5,1
11.7,0.037000000000000005,0.22,71.0,7.0,6,1
11.7,0.036000000000000004,0.18,101.0,7.3,6,1
9.7,0.051,0.26,187.0,7.1,5,1
9.5,0.049,0.25,231.0,6.6,6,1
9.1,0.069,0.24,157.0,6.4,5,1
10.3,0.051,0.28,147.0,6.0,6,1
9.7,0.051,0.26,187.0,7.1,5,1
9.9,0.057999999999999996,0.24,167.0,7.8,5,1
9.9,0.059000000000000004,0.27,175.0,7.6,5,1
10.2,0.055999999999999994,0.39,178.0,7.7,5,1
12.1,0.035,0.24,132.0,8.9,6,1
11.3,0.045,0.23,138.0,6.6,7,2
11.4,0.031,0.26,128.0,7.1,5,1
12.2,0.039,0.32,125.0,7.0,6,1
9.9,0.057999999999999996,0.24,150.0,7.4,7,2
10.3,0.055999999999999994,0.21,136.0,6.9,6,1
12.2,0.039,0.32,125.0,7.0,6,1
10.4,0.047,0.17,107.0,7.4,6,1
11.4,0.031,0.26,128.0,7.1,5,1
9.9,0.040999999999999995,0.28,161.0,8.5,6,1
10.0,0.051,0.3,96.0,7.8,5,1
11.5,0.051,0.25,129.0,8.1,6,1
10.5,0.040999999999999995,0.28,163.0,7.7,6,1
12.5,0.027000000000000003,0.24,134.0,6.5,7,2
10.5,0.045,0.22,120.0,7.0,6,1
9.9,0.040999999999999995,0.28,161.0,8.5,6,1
11.4,0.051,0.45,157.0,8.0,7,2
9.8,0.055999999999999994,0.23,169.0,6.9,6,1
11.4,0.051,0.45,157.0,8.0,7,2
9.2,0.067,0.23,166.0,7.6,4,0
8.9,0.046,0.28,177.0,7.7,5,1
8.9,0.046,0.27,179.0,7.7,5,1
9.5,0.042,0.2,124.0,7.1,7,2
11.5,0.034,0.25,150.0,6.9,6,1
9.5,0.042,0.2,124.0,7.1,7,2
11.5,0.034,0.25,150.0,6.9,6,1
9.5,0.054000000000000006,0.2,89.0,8.4,6,1
9.7,0.049,0.39,164.0,6.5,5,1
9.7,0.067,0.23,90.0,7.2,5,1
9.5,0.048,0.44,147.0,6.9,6,1
9.4,0.04,0.28,184.0,7.1,5,1
9.0,0.06,0.34,162.0,6.4,4,0
10.6,0.046,0.15,151.0,6.1,6,1
9.5,0.048,0.44,147.0,6.9,6,1
9.1,0.042,0.29,180.0,7.2,5,1
9.4,0.04,0.28,184.0,7.1,5,1
8.8,0.094,0.23,169.0,6.1,5,1
10.4,0.047,0.23,171.0,6.7,5,1
8.9,0.043,0.36,228.0,7.0,5,1
10.6,0.031,0.31,141.0,7.5,7,2
9.0,0.06,0.34,162.0,6.4,4,0
10.6,0.046,0.15,151.0,6.1,6,1
10.6,0.047,0.2,100.0,7.4,6,1
9.0,0.048,0.27,186.0,6.3,5,1
8.8,0.06,0.34,235.0,9.2,6,1
10.5,0.042,0.18,101.0,7.4,7,2
9.5,0.046,0.29,174.0,7.2,5,1
9.0,0.048,0.27,186.0,6.3,5,1
10.4,0.049,0.26,172.0,6.2,6,1
10.0,0.046,0.21,133.0,7.3,6,1
10.4,0.039,0.14,128.0,7.1,5,1
9.0,0.157,0.39,132.0,7.2,6,1
9.3,0.049,0.48,205.0,7.6,5,1
9.0,0.157,0.39,132.0,7.2,6,1
9.3,0.049,0.48,205.0,7.6,5,1
9.0,0.061,0.36,134.0,6.5,6,1
11.5,0.032,0.25,61.0,8.5,6,1
9.0,0.055999999999999994,0.3,159.0,6.9,5,1
10.4,0.045,0.19,154.0,6.6,6,1
9.0,0.055999999999999994,0.3,159.0,6.9,5,1
10.6,0.027000000000000003,0.42,167.0,9.4,5,1
10.4,0.045,0.19,154.0,6.6,6,1
8.5,0.034,0.2,152.0,6.3,6,1
9.3,0.055,0.19,169.0,8.5,6,1
10.5,0.051,0.19,107.0,7.3,7,2
9.9,0.06,0.25,156.0,6.7,6,1
10.4,0.035,0.25,108.0,6.2,6,1
10.1,0.053,0.46,94.0,6.1,5,1
10.5,0.051,0.19,107.0,7.3,7,2
9.2,0.067,0.29,178.0,7.5,4,0
9.4,0.043,0.31,200.0,6.7,6,1
10.6,0.033,0.14,91.0,7.4,6,1
9.4,0.043,0.31,200.0,6.7,6,1
8.7,0.14800000000000002,0.4,149.0,7.1,5,1
10.2,0.047,0.16,77.0,6.4,6,1
10.3,0.046,0.16,66.0,6.3,6,1
9.5,0.049,0.33,210.0,7.4,5,1
9.5,0.049,0.33,210.0,7.4,5,1
9.5,0.049,0.33,210.0,7.4,5,1
9.5,0.049,0.33,210.0,7.4,5,1
9.4,0.158,0.41,144.0,6.6,5,1
9.4,0.157,0.43,145.0,6.7,5,1
9.5,0.049,0.33,210.0,7.4,5,1
12.6,0.037000000000000005,0.4,97.0,7.3,7,2
10.5,0.047,0.18,106.0,7.4,7,2
10.8,0.047,0.17,150.0,8.6,6,1
9.9,0.054000000000000006,0.32,208.0,6.5,6,1
12.6,0.037000000000000005,0.4,97.0,7.3,7,2
12.2,0.031,0.32,115.0,7.0,7,2
10.0,0.040999999999999995,0.42,150.0,7.5,6,1
10.6,0.04,0.28,168.0,6.9,7,2
9.5,0.042,0.29,202.0,6.5,6,1
12.8,0.027000000000000003,0.41,109.0,6.3,8,2
12.2,0.031,0.32,115.0,7.0,7,2
12.6,0.043,0.3,125.0,7.3,7,2
9.4,0.057999999999999996,0.22,125.0,6.6,5,1
9.0,0.055,0.26,194.0,6.0,5,1
9.1,0.051,0.44,126.0,6.9,5,1
9.4,0.06,0.42,168.0,7.5,6,1
12.2,0.04,0.36,143.0,7.0,7,2
10.0,0.049,0.295,134.0,5.6,5,1
9.2,0.053,0.21,159.0,6.8,5,1
9.3,0.045,0.28,139.0,9.4,5,1
9.8,0.035,0.28,126.0,8.1,6,1
9.2,0.053,0.21,159.0,6.8,5,1
12.0,0.036000000000000004,0.22,132.0,7.0,7,2
9.3,0.045,0.28,139.0,9.4,5,1
12.6,0.028999999999999998,0.32,80.0,6.8,7,2
12.2,0.032,0.19,127.0,7.0,6,1
11.0,0.061,0.42,144.0,7.7,6,1
12.0,0.038,0.2,116.0,7.4,7,2
8.8,0.045,0.24,153.0,7.5,5,1
8.9,0.046,0.26,164.0,7.5,4,0
12.7,0.035,0.4,84.0,6.6,7,2
11.8,0.037000000000000005,0.2,130.0,8.0,6,1
10.2,0.053,0.445,178.0,4.6,5,1
9.9,0.036000000000000004,0.41,121.0,6.1,6,1
11.1,0.040999999999999995,0.2,148.0,7.6,6,1
9.4,0.045,0.3,190.0,6.9,5,1
9.7,0.049,0.35,119.0,7.0,6,1
9.7,0.038,0.35,111.0,6.9,5,1
9.7,0.049,0.35,119.0,7.0,6,1
9.7,0.038,0.35,111.0,6.9,5,1
9.8,0.054000000000000006,0.3,175.0,7.6,5,1
9.3,0.05,0.38,209.0,7.5,6,1
10.5,0.032,0.3,161.0,7.5,5,1
9.3,0.049,0.4,209.0,6.3,6,1
12.6,0.024,0.37,106.0,6.8,8,2
8.9,0.057999999999999996,0.23,212.0,7.5,5,1
10.3,0.048,0.27,118.0,8.3,5,1
10.6,0.040999999999999995,0.26,198.0,6.8,5,1
9.0,0.067,0.28,180.0,6.5,4,0
9.7,0.051,0.34,167.0,7.2,5,1
9.5,0.040999999999999995,0.23,90.0,7.0,6,1
10.3,0.06,0.29,156.0,7.7,6,1
9.7,0.051,0.34,167.0,7.2,5,1
12.3,0.034,0.4,95.0,7.7,8,2
10.5,0.032,0.17,149.0,6.7,5,1
9.5,0.040999999999999995,0.23,90.0,7.0,6,1
10.0,0.043,0.24,211.0,8.1,6,1
8.8,0.039,0.28,179.0,7.7,4,0
10.9,0.031,0.23,98.0,7.5,6,1
12.2,0.028999999999999998,0.26,141.0,8.3,6,1
9.5,0.168,0.46,184.0,7.9,5,1
10.0,0.048,0.31,212.0,7.9,5,1
9.6,0.04,0.25,202.0,7.9,6,1
8.7,0.06,0.28,126.0,6.1,6,1
10.7,0.044000000000000004,0.18,89.0,7.0,7,2
11.1,0.046,0.21,66.0,6.5,6,1
12.5,0.024,0.48,130.0,7.6,7,2
10.4,0.051,0.34,130.0,7.1,6,1
11.5,0.027999999999999997,0.21,93.0,8.9,5,1
9.4,0.04,0.32,221.0,7.4,5,1
9.3,0.157,0.495,129.0,6.0,5,1
10.1,0.05,0.25,121.0,8.1,6,1
9.7,0.05,0.25,102.0,8.2,5,1
10.5,0.035,0.18,144.0,6.5,6,1
9.7,0.053,0.24,182.0,6.7,5,1
9.2,0.06,0.32,204.0,6.6,5,1
9.8,0.092,0.32,138.0,7.6,5,1
9.0,0.05,0.33,227.0,7.4,5,1
9.1,0.05,0.3,188.0,7.2,6,1
10.4,0.037000000000000005,0.34,169.0,7.4,6,1
10.7,0.03,0.16,144.0,6.1,6,1
10.5,0.039,0.1,107.0,6.3,7,2
9.2,0.099,0.45,202.0,6.2,5,1
11.5,0.036000000000000004,0.33,85.0,6.0,4,0
10.4,0.034,0.48,57.0,7.6,3,0
12.0,0.039,0.2,188.0,7.2,6,1
12.2,0.036000000000000004,0.32,150.0,7.0,6,1
12.0,0.039,0.2,188.0,7.2,6,1
9.8,0.05,0.22,90.0,7.0,6,1
9.3,0.063,0.23,282.0,9.4,5,1
9.6,0.084,0.27,191.0,6.4,4,0
9.5,0.085,0.27,196.0,6.4,4,0
10.2,0.042,0.23,144.0,7.0,6,1
10.4,0.028999999999999998,0.15,107.0,6.9,8,2
11.0,0.025,0.26,74.0,6.7,6,1
10.4,0.028999999999999998,0.15,107.0,6.9,8,2
8.7,0.042,0.2,160.0,7.6,5,1
9.9,0.053,0.3,189.0,6.9,4,0
9.9,0.053,0.3,186.0,6.9,4,0
11.3,0.040999999999999995,0.21,106.0,7.6,4,0
12.0,0.042,0.46,83.0,6.8,8,2
10.7,0.042,0.28,130.0,7.0,8,2
10.1,0.043,0.24,156.0,6.5,6,1
9.6,0.091,0.17,135.0,6.4,7,2
9.6,0.09300000000000001,0.17,136.0,6.4,6,1
8.7,0.055999999999999994,0.695,252.0,6.3,5,1
10.3,0.059000000000000004,0.27,199.0,7.0,5,1
9.1,0.047,0.3,218.0,8.4,5,1
11.8,0.037000000000000005,0.19,101.0,6.5,6,1
11.9,0.024,0.36,93.0,8.0,6,1
10.3,0.046,0.16,77.0,6.1,6,1
10.0,0.047,0.19,104.0,9.2,4,0
10.2,0.044000000000000004,0.16,107.0,9.2,4,0
10.0,0.038,0.26,202.0,8.0,6,1
12.7,0.034,0.33,125.0,8.8,6,1
9.6,0.046,0.16,130.0,9.8,5,1
9.5,0.044000000000000004,0.23,188.0,6.6,5,1
12.7,0.033,0.44,100.0,7.9,6,1
11.0,0.036000000000000004,0.31,109.0,7.6,6,1
9.1,0.044000000000000004,0.705,214.0,7.5,5,1
10.2,0.034,0.21,111.0,7.1,4,0
10.1,0.047,0.16,220.0,7.0,6,1
9.2,0.045,0.27,208.0,8.0,6,1
9.4,0.08,0.38,212.0,6.3,4,0
10.2,0.034,0.21,111.0,7.1,4,0
9.2,0.095,0.38,195.0,6.2,4,0
10.0,0.05,0.24,106.0,8.2,5,1
10.1,0.047,0.16,220.0,7.0,6,1
9.0,0.044000000000000004,0.815,204.0,7.3,5,1
9.5,0.032,0.41,98.0,6.3,5,1
9.1,0.07,0.36,207.0,6.1,5,1
13.3,0.031,0.4,118.0,8.1,7,2
9.5,0.045,0.26,198.0,6.8,5,1
9.2,0.096,0.44,210.0,6.2,5,1
10.1,0.036000000000000004,0.24,117.0,7.2,6,1
9.2,0.096,0.44,210.0,6.2,5,1
10.1,0.036000000000000004,0.24,117.0,7.2,6,1
11.2,0.04,0.22,172.0,7.3,6,1
9.8,0.04,0.34,230.0,8.1,6,1
11.2,0.04,0.22,172.0,7.3,6,1
9.8,0.04,0.34,230.0,8.1,6,1
9.4,0.042,0.28,195.0,6.4,5,1
9.0,0.045,0.29,177.0,6.3,5,1
9.4,0.044000000000000004,0.27,198.0,6.4,5,1
8.9,0.054000000000000006,0.35,229.0,7.4,6,1
9.1,0.045,0.28,253.0,8.3,6,1
9.8,0.034,0.35,148.0,6.4,4,0
9.4,0.055999999999999994,0.43,183.0,6.9,5,1
10.0,0.05,0.26,150.0,8.0,6,1
9.4,0.055999999999999994,0.43,183.0,6.9,5,1
9.9,0.042,0.27,130.0,7.3,6,1
10.0,0.147,0.46,159.0,6.8,5,1
11.5,0.027999999999999997,0.2,168.0,7.2,6,1
9.2,0.063,0.285,201.0,7.6,5,1
10.0,0.052000000000000005,0.32,219.5,6.6,5,1
9.2,0.063,0.285,201.0,7.6,5,1
10.0,0.051,0.34,210.0,6.6,5,1
10.0,0.052000000000000005,0.32,210.0,6.6,5,1
9.8,0.042,0.27,133.0,6.5,6,1
10.5,0.04,0.26,114.0,6.6,6,1
10.6,0.043,0.27,181.0,6.7,6,1
9.4,0.037000000000000005,0.56,157.0,6.6,5,1
9.4,0.037000000000000005,0.56,157.0,6.6,5,1
11.0,0.027000000000000003,0.19,136.0,7.3,7,2
10.8,0.027000000000000003,0.2,141.0,6.3,6,1
9.0,0.036000000000000004,0.29,201.0,7.1,5,1
9.6,0.031,0.32,194.0,7.8,6,1
10.6,0.037000000000000005,0.33,156.0,8.1,6,1
10.6,0.037000000000000005,0.33,156.0,8.1,6,1
9.6,0.031,0.32,194.0,7.8,6,1
9.2,0.045,0.33,147.0,6.6,5,1
9.2,0.045,0.33,147.0,6.6,5,1
9.5,0.053,0.26,71.0,8.2,5,1
9.5,0.053,0.25,72.0,8.3,5,1
10.3,0.039,0.26,184.0,7.0,7,2
8.8,0.053,0.26,124.0,6.0,5,1
8.7,0.040999999999999995,0.28,161.0,7.5,5,1
8.7,0.04,0.27,159.0,7.5,5,1
10.2,0.038,0.28,128.0,7.0,6,1
10.1,0.028999999999999998,0.16,77.0,5.2,6,1
9.5,0.049,0.34,118.0,6.8,5,1
9.5,0.055999999999999994,0.25,176.0,7.6,5,1
11.6,0.022000000000000002,0.35,174.0,5.6,7,2
10.7,0.032,0.24,97.0,8.8,6,1
10.1,0.043,0.29,142.0,6.0,6,1
11.1,0.035,0.27,83.0,6.1,7,2
9.8,0.071,0.56,117.0,7.4,5,1
9.0,0.142,0.29,148.0,6.8,6,1
11.1,0.035,0.27,83.0,6.1,7,2
9.5,0.047,0.27,215.0,6.3,6,1
9.4,0.052000000000000005,0.24,143.0,6.6,6,1
10.2,0.049,0.32,113.0,6.8,5,1
9.8,0.040999999999999995,0.37,216.5,6.4,6,1
9.5,0.047,0.26,201.0,6.2,6,1
9.5,0.047,0.27,215.0,6.3,6,1
9.0,0.05,0.3,191.0,6.4,5,1
10.1,0.045,0.28,204.0,8.0,6,1
8.8,0.079,0.24,122.0,6.7,5,1
11.9,0.034,0.27,122.0,7.9,6,1
11.9,0.034,0.27,122.0,7.9,6,1
9.3,0.07400000000000001,0.28,174.0,6.1,6,1
10.0,0.036000000000000004,0.39,110.0,7.7,6,1
9.5,0.075,0.2,201.0,6.0,5,1
9.3,0.07400000000000001,0.28,174.0,6.1,6,1
9.7,0.054000000000000006,0.31,139.0,7.6,4,0
9.7,0.054000000000000006,0.31,139.0,7.6,4,0
10.2,0.043,0.18,155.0,6.3,5,1
10.8,0.031,0.23,96.0,8.6,5,1
8.8,0.046,0.21,133.0,6.8,5,1
8.8,0.046,0.21,133.0,6.8,5,1
11.4,0.039,0.26,175.0,6.9,6,1
8.8,0.046,0.21,133.0,6.8,5,1
9.8,0.039,0.31,191.0,6.4,5,1
9.4,0.045,0.34,119.0,8.6,4,0
9.4,0.045,0.34,119.0,8.6,4,0
9.4,0.054000000000000006,0.3,174.0,8.5,6,1
9.4,0.053,0.4,194.0,7.4,6,1
9.7,0.044000000000000004,0.32,212.0,6.6,6,1
12.3,0.032,0.34,140.0,7.1,7,2
9.8,0.045,0.26,178.0,6.6,6,1
9.0,0.053,0.27,134.0,8.0,5,1
9.2,0.045,0.28,203.0,6.2,6,1
9.4,0.057999999999999996,0.3,215.0,6.2,6,1
9.9,0.043,0.175,67.0,5.6,6,1
9.8,0.032,0.34,145.0,6.9,5,1
12.3,0.028999999999999998,0.34,148.0,6.9,7,2
11.9,0.018000000000000002,0.12,37.0,7.1,7,2
10.2,0.038,0.32,170.0,7.1,6,1
9.5,0.034,0.51,224.0,7.3,6,1
11.9,0.018000000000000002,0.12,37.0,7.1,7,2
9.2,0.04,0.24,216.0,6.3,5,1
9.7,0.054000000000000006,0.41,174.0,7.5,5,1
11.5,0.028999999999999998,0.18,138.0,6.5,7,2
10.4,0.121,0.17,162.0,7.3,8,2
11.6,0.053,0.2,174.0,8.2,5,1
9.7,0.054000000000000006,0.41,174.0,7.5,5,1
10.4,0.121,0.17,162.0,7.3,8,2
11.5,0.028999999999999998,0.18,138.0,6.5,7,2
10.2,0.036000000000000004,0.16,108.0,7.3,6,1
9.8,0.037000000000000005,0.16,109.0,6.4,6,1
9.0,0.044000000000000004,0.42,158.0,6.6,5,1
10.5,0.036000000000000004,0.3,163.0,5.8,6,1
9.4,0.049,0.54,178.0,6.7,4,0
9.4,0.049,0.54,178.0,6.7,4,0
10.8,0.046,0.22,149.0,6.4,5,1
10.7,0.043,0.23,95.0,6.8,7,2
10.6,0.028999999999999998,0.26,162.0,9.0,6,1
9.2,0.046,0.23,110.0,6.5,6,1
9.5,0.032,0.28,142.0,5.9,6,1
9.5,0.032,0.28,142.0,5.9,6,1
10.0,0.027999999999999997,0.27,111.0,6.2,5,1
10.6,0.03,0.29,177.0,9.0,5,1
10.6,0.028999999999999998,0.26,162.0,9.0,6,1
10.6,0.028999999999999998,0.27,166.0,8.9,5,1
9.2,0.046,0.23,110.0,6.5,6,1
11.0,0.036000000000000004,0.32,117.0,6.9,6,1
11.2,0.040999999999999995,0.22,159.0,7.2,6,1
9.6,0.046,0.5,175.0,6.7,5,1
9.4,0.052000000000000005,0.33,128.0,6.2,5,1
9.5,0.045,0.26,209.0,6.3,6,1
9.3,0.052000000000000005,0.2,188.0,7.5,5,1
9.4,0.052000000000000005,0.33,128.0,6.2,5,1
9.5,0.045,0.26,209.0,6.3,6,1
9.4,0.046,0.36,110.0,6.6,5,1
11.2,0.043,0.13,146.0,6.3,7,2
11.2,0.043,0.15,150.0,6.4,7,2
11.2,0.043,0.13,146.0,6.3,7,2
8.8,0.033,0.23,170.0,7.6,5,1
11.2,0.043,0.15,150.0,6.4,7,2
11.2,0.043,0.13,146.0,6.3,7,2
9.4,0.079,0.255,137.0,5.7,5,1
11.1,0.03,0.32,103.0,6.9,6,1
9.6,0.052000000000000005,0.28,131.0,6.9,5,1
11.1,0.03,0.32,103.0,6.9,6,1
9.4,0.079,0.255,137.0,5.7,5,1
10.6,0.037000000000000005,0.41,160.0,6.6,6,1
8.9,0.048,0.37,240.0,7.3,5,1
12.3,0.021,0.21,80.0,6.9,7,2
11.4,0.027999999999999997,0.24,132.0,6.6,5,1
9.6,0.043,0.28,207.0,6.8,6,1
10.3,0.034,0.24,135.0,6.6,6,1
11.4,0.027999999999999997,0.24,132.0,6.6,5,1
12.1,0.032,0.16,80.0,7.0,6,1
9.9,0.026000000000000002,0.14,56.0,7.0,5,1
9.7,0.035,0.34,185.0,6.3,5,1
10.5,0.043,0.26,154.0,6.8,5,1
8.9,0.038,0.17,182.0,6.7,6,1
9.4,0.039,0.27,227.0,6.5,5,1
9.6,0.037000000000000005,0.25,206.0,6.7,5,1
12.6,0.013999999999999999,0.3,104.0,5.8,7,2
9.2,0.156,0.28,106.0,6.4,6,1
10.4,0.053,0.3,174.0,7.7,5,1
9.0,0.062,0.18,171.0,6.8,7,2
9.0,0.062,0.18,171.0,6.8,7,2
9.0,0.062,0.18,171.0,6.8,7,2
9.0,0.062,0.18,171.0,6.8,7,2
9.0,0.062,0.18,171.0,6.8,7,2
9.0,0.062,0.18,171.0,6.8,7,2
9.2,0.039,0.14,89.0,5.1,6,1
9.0,0.062,0.18,171.0,6.8,7,2
9.7,0.068,0.615,154.0,7.2,4,0
10.1,0.05,0.13,132.0,6.9,6,1
11.0,0.059000000000000004,0.34,152.0,6.7,7,2
10.8,0.038,0.32,144.0,7.3,5,1
10.8,0.048,0.21,147.0,6.3,5,1
13.5,0.027999999999999997,0.5,107.0,5.4,7,2
10.6,0.042,0.52,167.0,8.2,5,1
9.8,0.046,0.28,208.0,7.8,5,1
11.7,0.023,0.22,115.0,6.4,6,1
9.8,0.046,0.28,208.0,7.8,5,1
9.0,0.034,0.32,185.0,6.9,6,1
11.3,0.042,0.11,132.0,6.8,7,2
9.4,0.031,0.26,185.0,6.2,5,1
11.7,0.023,0.22,115.0,6.4,6,1
11.3,0.025,0.3,107.0,6.7,7,2
11.3,0.025,0.3,107.0,6.7,7,2
12.0,0.019,0.2,28.0,7.1,6,1
10.6,0.027999999999999997,0.2,157.0,7.2,6,1
10.8,0.024,0.26,202.0,8.9,6,1
10.8,0.024,0.25,209.0,7.5,6,1
12.0,0.019,0.2,28.0,7.1,6,1
9.4,0.053,0.27,177.0,6.3,5,1
9.4,0.038,0.3,219.0,6.5,5,1
11.3,0.025,0.3,107.0,6.7,7,2
9.4,0.05,0.36,140.0,6.6,5,1
12.0,0.021,0.21,80.0,6.15,5,1
10.3,0.039,0.18,129.0,6.5,7,2
10.3,0.039,0.18,129.0,6.5,7,2
10.3,0.039,0.18,129.0,6.5,7,2
11.3,0.026000000000000002,0.26,126.0,6.6,7,2
9.4,0.063,0.35,150.0,6.6,6,1
8.7,0.040999999999999995,0.28,144.0,6.5,5,1
9.4,0.05,0.36,140.0,6.6,5,1
11.3,0.026000000000000002,0.26,126.0,6.6,7,2
10.3,0.039,0.18,129.0,6.5,7,2
12.0,0.021,0.21,80.0,6.15,5,1
8.0,0.033,0.19,159.0,4.5,5,1
10.4,0.033,0.24,136.0,8.0,7,2
10.7,0.028999999999999998,0.17,128.0,7.8,7,2
10.2,0.03,0.24,219.0,7.0,6,1
10.9,0.044000000000000004,0.6,197.0,5.8,5,1
10.5,0.027000000000000003,0.445,109.0,5.9,6,1
11.7,0.012,0.28,100.0,6.7,7,2
8.6,0.065,0.44,186.0,6.8,5,1
9.0,0.034,0.24,174.0,7.2,5,1
8.7,0.044000000000000004,0.31,191.0,8.7,5,1
12.8,0.062,0.32,87.0,8.2,6,1
9.0,0.034,0.24,174.0,7.2,5,1
8.7,0.044000000000000004,0.31,191.0,8.7,5,1
11.8,0.023,0.13,104.0,7.5,6,1
11.6,0.034,0.14,84.0,9.2,6,1
11.8,0.027999999999999997,0.2,89.0,7.4,6,1
10.6,0.042,0.15,158.0,6.1,5,1
9.7,0.066,0.23,91.0,7.6,5,1
10.3,0.047,0.33,151.0,8.1,5,1
10.2,0.11900000000000001,0.17,178.0,7.15,6,1
10.1,0.048,0.12,113.0,6.7,7,2
10.9,0.046,0.18,71.0,5.7,7,2
9.3,0.037000000000000005,0.15,127.0,5.8,5,1
10.2,0.057,0.23,144.0,6.6,6,1
10.2,0.11900000000000001,0.17,178.0,7.15,6,1
9.5,0.066,0.34,162.0,7.0,5,1
9.3,0.069,0.68,146.0,6.4,5,1
12.9,0.018000000000000002,0.22,80.0,7.3,7,2
8.7,0.042,0.28,148.0,6.4,5,1
9.4,0.081,0.4,303.0,6.9,5,1
10.1,0.034,0.19,204.0,6.8,5,1
10.0,0.039,0.23,196.0,7.1,4,0
11.1,0.05,0.14,129.0,6.45,7,2
10.3,0.052000000000000005,0.15,158.0,6.5,7,2
12.2,0.033,0.15,73.0,7.1,6,1
9.3,0.067,0.33,156.0,6.7,6,1
11.3,0.040999999999999995,0.3,178.0,7.2,6,1
10.8,0.043,0.23,110.0,7.0,6,1
11.2,0.033,0.13,86.0,8.0,8,2
12.5,0.03,0.21,91.0,6.2,7,2
9.3,0.05,0.4,122.0,8.3,5,1
12.9,0.03,0.34,142.0,5.9,7,2
11.2,0.039,0.12,131.0,6.6,7,2
12.6,0.039,0.655,120.0,9.6,6,1
9.3,0.046,0.26,179.0,6.8,5,1
12.9,0.03,0.34,142.0,5.9,7,2
12.9,0.03,0.3,142.0,5.9,7,2
9.5,0.049,0.15,120.0,7.0,7,2
11.9,0.037000000000000005,0.37,24.0,7.9,6,1
10.3,0.032,0.35,120.0,7.2,7,2
10.3,0.033,0.32,120.0,7.2,7,2
11.2,0.031,0.1,93.0,7.6,6,1
12.0,0.03,0.25,150.0,6.2,6,1
9.6,0.042,0.31,144.0,7.1,5,1
9.2,0.040999999999999995,0.18,110.0,7.6,6,1
12.9,0.028999999999999998,0.17,119.0,8.0,6,1
9.3,0.061,0.19,149.0,7.2,6,1
12.1,0.03,0.32,136.0,7.6,6,1
9.6,0.042,0.31,144.0,7.1,5,1
11.2,0.026000000000000002,0.21,128.0,6.6,6,1
11.2,0.028999999999999998,0.16,98.0,7.0,7,2
12.9,0.028999999999999998,0.17,119.0,8.0,6,1
9.2,0.042,0.24,187.0,6.6,5,1
9.3,0.061,0.19,149.0,7.2,6,1
9.2,0.040999999999999995,0.18,110.0,7.6,6,1
9.3,0.040999999999999995,0.3,124.0,6.9,6,1
10.7,0.03,0.28,108.0,6.2,6,1
9.8,0.024,0.31,166.0,6.9,6,1
10.3,0.036000000000000004,0.23,143.0,6.7,6,1
10.7,0.03,0.28,108.0,6.2,6,1
11.3,0.025,0.23,121.0,5.7,6,1
8.8,0.048,0.22,182.0,6.5,6,1
10.8,0.043,0.18,104.0,7.0,5,1
9.8,0.024,0.31,166.0,6.9,6,1
9.3,0.040999999999999995,0.3,124.0,6.9,6,1
11.5,0.027000000000000003,0.46,72.0,6.5,7,2
8.8,0.038,0.23,133.0,6.5,5,1
8.8,0.038,0.23,133.0,6.5,5,1
8.8,0.038,0.23,133.0,6.5,5,1
9.4,0.17,0.26,201.0,6.6,6,1
9.4,0.171,0.26,200.0,6.7,6,1
9.6,0.045,0.28,209.0,7.5,6,1
8.8,0.038,0.23,133.0,6.5,5,1
9.3,0.044000000000000004,0.23,189.0,6.8,6,1
8.9,0.044000000000000004,0.25,184.0,7.8,5,1
8.9,0.044000000000000004,0.25,184.0,7.8,5,1
10.0,0.049,0.2,155.0,5.6,5,1
9.1,0.045,0.21,182.0,6.4,5,1
9.3,0.044000000000000004,0.23,189.0,6.8,6,1
9.4,0.043,0.24,188.0,6.8,6,1
10.1,0.04,0.25,179.0,7.8,6,1
8.9,0.044000000000000004,0.25,184.0,7.8,5,1
10.8,0.046,0.16,143.0,6.8,6,1
10.0,0.027999999999999997,0.28,69.0,5.2,6,1
10.9,0.028999999999999998,0.18,160.0,7.5,6,1
12.0,0.027000000000000003,0.26,92.0,7.5,7,2
9.3,0.043,0.37,171.0,8.2,5,1
12.3,0.03,0.4,101.0,7.6,7,2
10.4,0.038,0.26,129.0,7.5,6,1
10.9,0.028999999999999998,0.18,160.0,7.5,6,1
10.5,0.045,0.23,153.0,6.9,5,1
9.8,0.036000000000000004,0.2,91.0,5.3,6,1
10.5,0.040999999999999995,0.17,121.0,6.5,6,1
9.9,0.051,0.35,213.0,6.5,6,1
11.4,0.035,0.29,79.0,6.5,7,2
9.2,0.06,0.3,190.0,6.8,5,1
9.7,0.051,0.51,173.0,7.9,5,1
10.0,0.049,0.51,135.0,7.9,5,1
11.4,0.035,0.29,79.0,6.5,7,2
10.3,0.048,0.29,141.0,7.1,6,1
9.9,0.051,0.35,213.0,6.5,6,1
10.5,0.040999999999999995,0.17,121.0,6.5,6,1
9.8,0.047,0.2,95.0,7.4,7,2
9.3,0.067,0.615,131.0,6.9,5,1
12.4,0.034,0.32,100.0,6.8,7,2
9.3,0.048,0.2,145.0,6.3,6,1
9.3,0.067,0.615,131.0,6.9,5,1
9.5,0.048,0.23,165.0,8.0,6,1
10.5,0.034,0.27,45.0,6.7,6,1
10.5,0.034,0.27,45.0,6.7,6,1
